znak;znakRank;komb;je OK;ni OK
E758;100;0075+0302+0301;;X
E759;1;01D6+0301;;X
E759;100;0075+0308+0304+0301;;X
E75C;1;016B+0302;;X
E75C;100;0075+0304+0302;;X
E75D;1;016B+0325;;x
E75D;100;0075+0325+0304;X;
E75E;1;016B+0311;;x
E75E;100;0075+0304+0311;;X
E75F;1;0075+0367;X;
E760;1;0075+036E;x;
E761;1;016D+0301;;X
E761;100;0075+0306+0301;;X
E762;1;1E73+0304;X;
E762;100;0075+0324+0304;X;
E763;1;1E73+0303;;x
E763;100;0075+0324+0303;X;
E764;1;016D+032F;X;
E764;100;0075+032F+0306;;x
E765;1;00FA+0325;x;
E765;100;0075+0325+0301;X;
E766;1;016B+1DC5;;x
E766;100;0075+0304+1DC5;;X
E767;1;0075+1DC5;;X
E768;1;0215+0325;X;
E768;100;0075+0325+030F;X;
E769;1;0075+0307+0302;;X
E76B;1;1EE5+0300;X;
E76B;100;0075+0323+0300;;x
E76C;1;1EE5+0303;X;
E76C;100;0075+0323+0303;X;
E76D;1;1EE5+0335;;x
E76D;100;0075+0335+0323;;X
E76E;1;0075+0307+0300;;X
E770;1;00FC+0306;;X
E770;100;0075+0308+0306;;x
E771;1;016B+0307;;X
E771;100;0075+0304+0307;;X
E772;1;0075+0307+0304+0301;;X
E775;1;1E75+0304;X;
E775;100;0075+0330+0304;X;
E776;1;0075+032F+0315;x;
E77B;1;1E75+0308;X;
E77B;100;0075+0330+0308;X;
E77C;1;016B+0339;X;
E77C;100;0075+0339+0304;x;
E77D;1;016B+0337;X;
E77D;100;0075+0337+0304;;x
E77E;1;1E73+0308+0304;;X
E77E;100;0075+0324+0308+0304;;X
E780;1;0169+0337;;x
E780;100;0075+0337+0303;X;
E781;1;00FA+0325+032F;;x
E781;100;0075+0325+032F+0301;;X
E783;1;00FC+030D;;X
E783;100;0075+0308+030D;;X
E784;1;0075+0339+030D;X;
E785;1;0169+0339;X;
E785;100;0075+0339+0303;;x
E787;1;0215+0339;x;
E787;100;0075+0339+030F;X;
E788;1;016D+0339;X;
E788;100;0075+0339+0306;X;
E78A;1;0217+032F;X;
E78A;100;0075+032F+0311;X;
E78C;1;0075+032F+030D;X;
E78D;1;0215+032F;x;
E78D;100;0075+032F+030F;X;
E78E;1;0173+0311;;X
E78E;100;0075+0328+0311;;x
E790;1;0173+030D;x;
E790;100;0075+0328+030D;X;
E791;1;0173+030F;;x
E791;100;0075+0328+030F;;X
E792;1;0173+0304;;x
E792;100;0075+0328+0304;X;
E793;1;0173+0306;x;
E793;100;0075+0328+0306;;x
E794;1;016F+030F;;x
E794;100;0075+030A+030F;;x
E795;1;0217+0325;X;
E795;100;0075+0325+0311;X;
E797;1;0075+20EE;X;
E798;1;0075+0317;x;
E799;1;016B+032F+0306;;X
E799;100;0075+032F+0304+0306;;X
E79A;1;1E73+0335;;X
E79A;100;0075+0335+0324;;x
E79B;1;028A+032F;;x
E79C;1;0075+0307+030D;;x
E79D;1;0075+0313;X;
E79E;1;0169+0311;;x
E79E;100;0075+0303+0311;;X
E79F;1;0173+0308+0311;;x
E79F;100;0075+0328+0308+0311;;X
E7A0;1;00F9+030D;;x
E7A0;100;0075+0300+030D;;X
E7E0;1;00D9+0339;;X
E7E0;100;0055+0339+0300;;x
E7E1;1;00DA+0339;;X
E7E1;100;0055+0339+0301;;X
E7E2;1;0172+0303;;X
E7E2;100;0055+0328+0303;;X
E7E3;1;016A+0303;;X
E7E3;100;0055+0304+0303;;X
E7E4;1;0055+0364;;x
E7E5;1;0055+032F;;X
E7E6;1;016A+0301;;X
E7E6;100;0055+0304+0301;;x
E7E7;1;1E72+0301;;X
E7E7;100;0055+0324+0301;;x
E7E8;1;1E72+0308;X;
E7E8;100;0055+0324+0308;;x
E7E9;1;00DC+0302;;X
E7E9;100;0055+0308+0302;;x
E7EA;1;0055+0365;;x
E7EB;1;0055+0366;;X
E7EC;1;0055+0367;;x
E7ED;1;0055+036E;;X
E7EE;1;0055+030D;;X
E7EF;1;0055+0307+0302;;x
E7F0;1;1EE4+0301;;x
E7F0;100;0055+0323+0301;;X
E7F1;1;016A+0300;;x
E7F1;100;0055+0304+0300;;X
E7F2;1;0055+0337;;X
E7F3;1;0055+0325;;X
E7F4;1;0055+0307;;x
E7F5;1;1EE4+0311;;x
E7F5;100;0055+0323+0311;;X
E7F6;1;00DC+0303;;X
E7F6;100;0055+0308+0303;;x
E7F7;1;00DC+0311;;X
E7F7;100;0055+0308+0311;;X
E7F8;1;00DC+030F;;x
E7F8;100;0055+0308+030F;;x
E800;1;0233+0306;;X
E800;100;0079+0304+0306;;X
E801;1;0079+0306;;X
E802;1;0079+030B;X;
E803;1;0079+030D;x;
E804;1;0079+030F;;x
E805;1;0079+0311;X;
E807;1;0079+0328;;X
E808;1;0079+032F;X;
E809;1;0079+0331;X;
E80B;1;0079+0364;X;
E80C;1;0079+0325+030F;;X
E80D;1;0079+0325+0311;;x
E80E;1;0233+0300;;X
E80E;100;0079+0304+0300;;x
E80F;1;0233+0301;X;
E80F;100;0079+0304+0301;X;
E810;1;0233+0302;;x
E810;100;0079+0304+0302;;x
E811;1;0233+0303;X;
E811;100;0079+0304+0303;;X
E812;1;0233+0311;;X
E812;100;0079+0304+0311;;x
E813;1;0079+0306+030D;;X
E814;1;0079+0325;;x
E815;1;0079+0313;X;
E816;1;0079+0365;X;
E81D;1;0059+030D;;X
E81E;1;0059+030F;;X
E81F;1;0059+0364;;X
E840;1;044A+0300;;x
E841;1;044A+0301;;X
E842;1;044A+0303;X;
E843;1;044A+0304;X;
E844;1;044A+030F;X;
E845;1;044A+0311;;X
E846;1;044A+0325;X;
E847;1;044A+032F;x;
E848;1;044A+0302;;X
E849;1;044A+0335;;X
E84A;1;044A+030B;x;
E84B;1;044A+030D;X;
E84C;1;044A+1DC4;;x
E84D;1;044A+032C;X;
E84E;1;044A+0325+0304;;x
E84F;1;044A+0325+0306;;X
E850;1;044A+032D;x;
E851;1;044A+0306;;X
E852;1;044A+0304+0300;X;
E853;1;044A+0304+0301;;x
E854;1;044A+0304+0302;;x
E855;1;044A+0304+0303;;x
E857;1;044A+0304+0311;;X
E858;1;044A+0306+030D;;X
E859;1;044A+20EE+030D;X;
E860;1;042A+0300;;X
E861;1;042A+0301;;X
E862;1;042A+0325;X;
E863;1;042A+032F;X;
E864;1;042A+0304;;X
E865;1;042A+030F;;X
E870;1;044B+0300;;X
E871;1;044B+0301;;X
E872;1;044B+0325;x;
E873;1;044B+0323;;X
E874;1;044B+030D;x;
E875;1;044B+0304;;X
E878;1;042B+0300;;x
E879;1;042B+0301;;X
E87A;1;042B+0304;;X
E87B;1;042B+030D;;x
E880;1;044C+0300;X;
E881;1;044C+0301;X;
E882;1;044C+0303;;x
E883;1;044C+0304;;X
E884;1;044C+030B;X;
E885;1;044C+030F;x;
E886;1;044C+0311;;x
E887;1;044C+0325;X;
E888;1;044C+032F;X;
E889;1;044C+030D;x;
E88A;1;044C+0328+0300;X;
E88B;1;044C+0328;X;
E88C;1;044C+0306;;x
E88D;1;044C+032C;x;
E88E;1;044C+0304+0300;;x
E88F;1;044C+0304+0301;;X
E890;1;044C+0304+0302;X;
E891;1;044C+0304+0303;;X
E893;1;044C+0304+0311;X;
E894;1;044C+0306+030D;;X
E895;1;044C+0302;;X
E896;1;044C+20EE+030D;X;
E897;1;044C+0325+0304;x;
E8A0;1;042C+0325;X;
E8A1;1;042C+032F;;X
E8A2;1;042C+030F;;X
E8B0;1;044E+0300;;x
E8B1;1;044E+0301;;x
E8B2;1;044E+030D;;X
E8B3;1;044E+0304;;X
E8B8;1;042E+0300;;X
E8B9;1;042E+0301;;X
E8BA;1;042E+0304;;X
E8BB;1;042E+030D;;X
E8C0;1;044F+0300;X;
E8C1;1;044F+0301;X;
E8C2;1;044F+030D;x;
E8C3;1;044F+0304;x;
E8C8;1;042F+0300;;X
E8C9;1;042F+0301;;X
E8CA;1;042F+0304;;x
E8CB;1;042F+030D;;x
E8D0;1;0463+0300;;X
E8D1;1;0463+0301;;X
E8D2;1;0463+0304;;X
E8D3;1;0463+030D;;x
E8D8;1;0462+0300;;x
E8D9;1;0462+0301;;x
E8DA;1;0462+0304;;X
E8E0;1;046B+0301;X;
E900;1;0062+0301;X;
E901;1;0062+0304;;x
E902;1;0062+0326;x;
E903;1;0062+032C;X;
E904;1;0062+0335+032C;;x
E905;1;0062+032D;X;
E907;1;0062+0325;X;
E908;1;0062+0327;x;
E909;1;0062+032F;X;
E90A;1;0062+0330;x;
E90C;1;0062+0315;X;
E90D;1;0062+030C;X;
E90E;1;0062+0302;;x
E911;1;0042+20DE;X;
E912;1;0042+032C;;X
E91F;1;010D+0302;;X
E91F;100;0063+030C+0302;;X
E920;1;0107+0304;;x
E920;100;0063+0301+0304;;x
E921;1;0107+0331;X;
E921;100;0063+0331+0301;X;
E922;1;0063+0304;x;
E923;1;010D+0301;X;
E923;100;0063+030C+0301;;x
E924;1;010D+0304;;X
E924;100;0063+030C+0304;;X
E925;1;010D+030D;;X
E925;100;0063+030C+030D;X;
E926;1;010D+0323;X;
E926;100;0063+0323+030C;;X
E927;1;010D+0325;X;
E927;100;0063+0325+030C;;x
E928;1;00E7+030C;X;
E928;100;0063+0327+030C;;x
E929;1;010D+0331;x;
E929;100;0063+0331+030C;X;
E92B;1;0063+0323;X;
E92C;1;0063+0328;x;
E92D;1;0063+0331;X;
E931;1;0107+0323;X;
E931;100;0063+0323+0301;X;
E932;1;0063+0303;x;
E933;1;010D+0311;;x
E933;100;0063+030C+0311;;x
E934;1;0063+0311;x;
E935;1;0063+030B;X;
E936;1;0063+0323+030B;X;
E937;1;010D+030B;;X
E937;100;0063+030C+030B;;x
E939;1;0107+20DD;X;
E939;100;0063+0301+20DD;;X
E93A;1;010D+20DD;;X
E93A;100;0063+030C+20DD;;X
E93C;1;0063+0315;X;
E93D;1;010D+0315;X;
E93D;100;0063+030C+0315;;X
E93E;1;0063+0300;X;
E93F;1;0063+0329;x;
E940;1;0043+0303;;X
E941;1;010C+0323;X;
E941;100;0043+0323+030C;;X
E942;1;0043+0328;;X
E943;1;0043+0329;X;
E944;1;0043+030B;;X
E945;1;0106+20DD;;X
E945;100;0043+0301+20DD;;X
E946;1;010C+20DD;;X
E946;100;0043+030C+20DD;;X
E947;1;0043+0325;X;
E948;1;0043+032C;X;
E949;1;0043+0323;x;X
E94A;1;010C+030D;;X
E94A;100;0043+030C+030D;;X
E94B;1;0043+0304;;x
E94C;1;0043+032F;;X
E94D;1;010C+0301;;x
E94D;100;0043+030C+0301;;x
E950;1;0064+0301;;X
E951;1;0064+0304;;x
E952;1;010F;X;
E952;100;0064+030C;;X
E953;1;0064+0325;X;
E954;1;0064+032C;X;
E955;1;0064+0335+032C;;X
E956;1;1E13+0335;;X
E956;100;0064+0335+032D;;X
E957;1;0064+0328;X;
E959;1;0064+0303;;X
E95A;1;0064+0311;;X
E95B;1;0064+032F;x;
E95C;1;0064+0330;x;
E95D;1;02A3+0325;X;
E95E;1;02A3+0330;X;
E95F;1;02A4+030A;;X
E960;1;02A4+0325;;X
E961;1;02A4+0330;;X
E963;1;0064+0335+20DD;X;
E964;1;0064+0324;X;
E965;1;0064+0335+0325;;X
E966;1;0064+032E;X;
E967;1;0064+0339;;X
E968;1;0064+0335+0326;;x
E969;1;0064+0302;;X
E96A;1;1E0D+0315;X;
E96A;100;0064+0323+0315;X;
E970;1;0394+0329;;x
E971;1;0044+0335+20DD;;x
E972;1;0044+032C;;x
E973;1;0044+0335+0325;;X
E974;1;0044+0302;;X
E980;1;0066+0301;;X
E981;1;0066+0304;;X
E982;1;0066+0331;X;
E983;1;0066+032E;;x
E984;1;0066+032C;;x
E985;1;0066+0330;;X
E986;1;0066+0315;;X
E987;1;03C6+0315;x;
E988;1;0066+0329;;X
E989;1;0066+0323;X;
E98A;1;0066+0325;;x
E98B;1;0066+0328;X;
E98C;1;1E1F+0323;X;
E98C;100;0066+0323+0307;;x
E990;1;0046+0323;X;X
E9A0;1;0067+0303;x;
E9A1;1;0067+032C;;X
E9A2;1;0067+032D;;X
E9A3;1;0067+0331;;X
E9A4;1;03B3+0301;x;
E9A5;1;03B3+0335;;X
E9A6;1;0067+0311;X;
E9A7;1;0067+032F;;X
E9A8;1;0067+0323;;x
E9A9;1;0067+0335+032C;;X
E9AA;1;0067+030A;X;
E9AB;1;0067+0330;;X
E9AC;1;0261+030A;X;
E9AD;1;0261+0325;;x
E9AE;1;0261+032C;;X
E9AF;1;0261+0330;;X
E9B0;1;0047+0329;;X
E9B1;1;0047+032C;;x
E9B2;1;0047+0300;;x
E9B3;1;0047+0323;X;
E9C0;1;0068+0300;X;
E9C1;1;0068+0301;;X
E9C2;1;0068+0304;;x
E9C3;1;0068+0324;X;
E9C4;1;0068+0325;X;
E9C5;1;0068+032C;x;
E9C8;1;03C7+0301;X;
E9C9;1;03C7+030C;;X
E9CA;1;0068+0306;;X
E9CB;1;0068+0315;X;
E9CC;1;03C7+0315;X;
E9CD;1;03C7+0304;X;
E9CE;1;03C7+0311;X;
E9CF;1;0068+030F;;X
E9D0;1;0048+0324;;x
E9D1;1;0048+0325;;x
E9D2;1;0048+0331;;x
E9D3;1;0068+0354;X;
E9E0;1;006A+0301;;X
E9E1;1;006A+0303;;X
E9E2;1;006A+0304;;X
E9E3;1;006A+0313;X;
E9E4;1;006A+0328;X;
E9E5;1;006A+0331;;X
E9E6;1;006A+0339;;X
E9E7;1;006A+0325;;X
E9E8;1;006A+0330;;x
E9E9;1;006A+0330+0303;;x
E9EA;1;006A+0334;X;
E9EB;1;006A+0311;;X
E9EC;1;006A+0323;;X
E9F0;1;004A+0303;X;
E9F1;1;004A+0307;;X
E9F2;1;004A+030C;;X
E9F3;1;004A+0323;X;
EA00;1;006B+0304;;X
EA00;1;006B+0304;;X
EA02;1;006B+0311;;X
EA03;1;006B+0306;;X
EA04;1;0137;X;
EA04;100;006B+0327;;x
EA05;1;006B+0329;X;
EA06;1;006B+032C;x;
EA07;1;006B+032E;X;
EA08;1;006B+0330;X;
EA09;1;006B+0354;X;
EA0A;1;006B+032D;x;
EA0B;1;006B+0300;;X
EA0C;1;006B+0325;X;
EA0D;1;006B+0307;;X
EA0E;1;006B+0303;X;
EA0F;1;006B+0328;X;
EA10;1;0136;;X
EA10;100;004B+0327;;X
EA11;1;004B+20DE;X;
EA13;1;004B+0335;;x
EA14;1;006B+0302;;X
EA20;1;006C+0325+0300;;x
EA21;1;013A+0325;;X
EA21;100;006C+0325+0301;;X
EA22;1;013A+0337+0325;;X
EA22;100;006C+0337+0325+0301;;X
EA23;1;006C+0302;;X
EA24;1;006C+0325+0302;;x
EA25;1;006C+0303;;x
EA26;1;013C+0303;;X
EA26;100;006C+0327+0303;;X
EA27;1;006C+0304;;X
EA28;1;006C+0325+0304+0301;;X
EA29;1;006C+0325+0304;;X
EA2A;1;006C+0337+0325+0304;;X
EA2B;1;006C+0325+0306;;X
EA2C;1;006C+0337+0325+0306;;X
EA2D;1;006C+030B;;x
EA2E;1;006C+0325+030F;;X
EA2F;1;006C+0337+0325+0311;;x
EA30;1;006C+031C;X;
EA31;1;006C+0325;;X
EA32;1;006C+0337+0325;;X
EA33;1;006C+032F;;x
EA34;1;006C+0339;;X
EA38;1;013A+0329;;X
EA38;100;006C+0329+0301;;X
EA39;1;006C+0329;;X
EA3A;1;029F+0329;x;
EA3B;1;03BB+0329;X;
EA3C;1;028E+0325;x;
EA3D;1;006C+0330;X;
EA3E;1;006C+0330+0329;;x
EA3F;1;006C+0337+0329;;X
EA40;1;013A+0337+0329;;x
EA40;100;006C+0337+0329+0301;;X
EA41;1;006C+0334+0329;;X
EA42;1;013A+0334+0329;;X
EA42;100;006C+0334+0329+0301;;X
EA43;1;006C+0354+0304;;x
EA44;1;006C+0354;;X
EA45;1;006C+032F+0325;;X
EA46;1;006C+0300;;X
EA47;1;006C+0337+0300;;x
EA48;1;013A+0337;;x
EA48;100;006C+0337+0301;;X
EA49;1;006C+0311;;x
EA4A;1;006C+0325+0311;;X
EA4B;1;006C+0325+0306+0301;;X
EA4C;1;006C+0325+030B;;X
EA4E;1;006C+0325+0303;;X
EA4F;1;006C+0325+030D;;X
EA51;1;004C+20DE;;X
EA52;1;004C+0325;X;
EA53;1;004C+032F;;X
EA54;1;004C+0302;;x
EA55;1;006C+0325+0315;X;
EA60;1;006D+0300;;X
EA61;1;006D+0325+0300;;X
EA62;1;1E3F+0325;x;
EA62;100;006D+0325+0301;;X
EA63;1;006D+0302;;X
EA64;1;006D+0303;X;
EA65;1;006D+0304;X;
EA66;1;006D+0325+0304+0301;;x
EA67;1;006D+0325+0304;;X
EA68;1;006D+0310;;x
EA69;1;006D+0308;;X
EA6A;1;006D+0311;;x
EA6B;1;006D+0325;;x
EA6C;1;006D+0326;;X
EA6D;1;006D+0328;;x
EA6E;1;006D+032D;;X
EA6F;1;006D+0331;;x
EA70;1;006D+0339;;X
EA71;1;0271+0325;X;
EA72;1;006D+0329;;x
EA73;1;0271+0329;;X
EA74;1;0271+030A;;x
EA75;1;006D+0330;;X
EA76;1;006D+0330+0329;;X
EA77;1;0271+0330;;X
EA78;1;0271+0330+0329;;X
EA79;1;006D+0315;X;
EA7A;1;006D+030F;;X
EA7B;1;006D+0325+0306;;X
EA7C;1;006D+0325+0306+0301;;x
EA7D;1;006D+0325+030B;X;
EA7E;1;006D+0325+0311;;X
EA7F;1;006D+0325+0303;;X
EA80;1;004D+0302;;X
EA81;1;004D+0303;;X
EA82;1;004D+0325;;X
EA83;1;004D+0329;;X
EA84;1;004D+20DE;;X
EA90;1;01F9+0325;X;
EA90;100;006E+0325+0300;X;
EA91;1;1E47+0301;X;
EA91;100;006E+0323+0301;x;
EA92;1;0144+0325;;x
EA92;100;006E+0325+0301;X;
EA93;1;1E4B+0301;X;
EA93;100;006E+032D+0301;x;
EA94;1;006E+0302;;x
EA95;1;0146+0302;;x
EA95;100;006E+0327+0302;X;
EA96;1;0146+0303;X;
EA96;100;006E+0327+0303;;X
EA97;1;006E+0304;x;
EA98;1;006E+0325+0304+0301;;x
EA99;1;006E+0325+0304;X;
EA9A;1;006E+0310;X;
EA9B;1;006E+0308;x;
EA9C;1;006E+0325+030F;x;
EA9D;1;006E+0311;X;
EA9E;1;006E+0325;;x
EA9F;1;0146;;X
EA9F;100;006E+0327;;X
EAA0;1;006E+0328;X;
EAA1;1;006E+032C;X;
EAA2;1;006E+0339;X;
EAA4;1;014B+0301;x;
EAA5;1;014B+0325+0304;;x
EAA6;1;014B+0325;X;
EAA8;1;006E+030D;X;
EAA9;1;0144+0329;X;
EAA9;100;006E+0329+0301;X;
EAAA;1;006E+0329;x;
EAAB;1;0272+0329;x;
EAAB;2;006E+0321+0329;;x
EAAC;1;014B+0329;;x
EAAD;1;014B+030A;X;
EAAE;1;0272+030A;;X
EAAE;2;006E+0321+030A;X;
EAAF;1;0272+0325;X;
EAAF;2;006E+0321+0325;X;
EAB0;1;006E+0330;X;
EAB1;1;006E+0330+0329;;X
EAB2;1;014B+0330;;X
EAB3;1;014B+0330+0329;;X
EAB4;1;0272+0330;X;
EAB4;2;006E+0321+0330;;x
EAB5;1;0272+0330+0329;;X
EAB5;2;006E+0321+0330+0329;;x
EAB7;1;006E+032F;X;
EAB8;1;006E+0315;;x
EAB9;1;014B+0315;X;
EABA;1;006E+0325+0306;;x
EABB;1;006E+0325+0306+0301;;X
EABC;1;006E+0325+030B;x;
EABD;1;006E+0325+0302;X;
EABE;1;00F1+0325;X;
EABE;100;006E+0325+0303;X;
EABF;1;006E+0325+0311;X;
EAC0;1;004E+0325+0304;;X
EAC1;1;004E+0325;X;
EAC4;1;004E+0329;;x
EAC5;1;004E+032C;;X
EAC6;1;004E+0302;;X
EAD0;1;0070+0303;x;
EAD1;1;0070+0304;X;
EAD2;1;0070+0311;x;
EAD3;1;0070+0331;;x
EAD4;1;0070+0306;X;
EAD5;1;0070+032D;;X
EAD6;1;0070+030C;X;
EAD7;1;0070+032C;;x
EAD8;1;0070+0330;X;
EADA;1;0070+0315;X;
EADB;1;0070+0323;X;
EADC;1;0070+0302;x;
EAE1;1;0050+0323;;x
EAE2;1;0050+0303;;x
EAF0;1;0071+0301;x;
EAF1;1;0071+0307;X;
EAF3;1;0071+0335;;X
EAF4;1;0071+0323;;x
EAFE;1;0051+0363;;X
EAFF;1;0051+0323;;X
EB00;1;0072+0300;X;
EB01;1;0072+0325+0300;X;
EB02;1;0155+0325;X;
EB02;100;0072+0325+0301;x;
EB03;1;0072+0302;X;
EB04;1;0072+0325+0302;X;
EB05;1;0072+0303;;X
EB06;1;0072+0325+0303;;x
EB07;1;0072+0304;;X
EB08;1;0072+0325+0304+0301;;x
EB09;1;0072+0325+0304;X;
EB0A;1;1E59+0325;X;
EB0A;100;0072+0325+0307;X;
EB0B;1;1E59+0325+030F;;X
EB0B;100;0072+0325+0307+030F;;X
EB0C;1;0072+030B;;X
EB0D;1;0159+0301;;X
EB0D;100;0072+030C+0301;;x
EB0E;1;0159+032D;X;
EB0E;100;0072+032D+030C;;x
EB0F;1;0159+032F;;x
EB0F;100;0072+032F+030C;;x
EB10;1;0211+0325;;x
EB10;100;0072+0325+030F;X;
EB11;1;0213+0325;X;
EB11;100;0072+0325+0311;;x
EB15;1;0072+0325;X;
EB16;1;0159+032D+0301;;X
EB16;100;0072+032D+030C+0301;;X
EB17;1;0072+032C;x;
EB18;1;0072+032D;X;
EB19;1;0280+0300;;x
EB1A;1;0280+0301;X;
EB1B;1;0280+0311;;x
EB1C;1;0280+0325;x;
EB1D;1;0072+030D;;X
EB1E;1;0072+0325+030D;x;
EB1F;1;0072+0329;x;
EB20;1;0072+0306;x;
EB21;1;0072+032F;x;
EB22;1;027E+0329;X;
EB23;1;027E+0330;X;
EB24;1;027E+0330+0329;;X
EB25;1;0072+0329+0300;X;
EB26;1;0155+0329;x;
EB26;100;0072+0329+0301;X;
EB27;1;027E+0329+0300;X;
EB28;1;027E+0329+0301;;x
EB29;1;0072+0366;X;
EB2A;1;0281+0300;x;
EB2B;1;0072+0304+0301;;X
EB2C;1;0072+0354;x;
EB2D;1;0072+0352;x;
EB2E;1;1E59+030F;;x
EB2E;100;0072+0307+030F;;x
EB2F;1;0072+0315;x;
EB30;1;0052+0304;;X
EB31;1;0052+0325+0304;;x
EB32;1;0052+0325;;x
EB33;1;0156;;X
EB33;100;0052+0327;X;
EB34;1;0052+030D;;X
EB35;1;0052+0300;;x
EB36;1;0052+0303;;X
EB37;1;0052+20DE;;x
EB38;1;0072+0302+0301;;X
EB39;1;0279+031D+030A;x;
EB3F;1;0073+030A;X;
EB40;1;0073+0300;x;
EB41;1;0073+0304;x;
EB42;1;0161+0300;X;
EB42;100;0073+030C+0300;;X
EB43;1;0161+0301;;X
EB43;100;0073+030C+0301;;X
EB44;1;0161+0304;;X
EB44;100;0073+030C+0304;;x
EB45;1;0161+030D;;X
EB45;100;0073+030C+030D;X;
EB46;1;1E63+030C;;x
EB46;100;0073+0323+030C;;X
EB47;1;0161+0331;;X
EB47;100;0073+0331+030C;;X
EB49;1;0073+0325;X;
EB4A;1;0073+0331;X;
EB4B;1;0283+0307;;x
EB4C;1;03C3+0300;X;
EB4D;1;03C3+0301;X;
EB4E;1;03C3+0303;X;
EB4F;1;03C3+0303+0300;;X
EB50;1;03C3+0303+0301;;x
EB51;1;0073+0303;X;
EB52;1;0073+0311;X;
EB53;1;0161+0311;;x
EB53;100;0073+030C+0311;;X
EB54;1;0073+030B;X;
EB55;1;0283+0304;;X
EB56;1;0073+030F;X;
EB57;1;0161+030F;;X
EB57;100;0073+030C+030F;;x
EB58;1;0073+032D;x;
EB59;1;017F+0301;;X
EB5A;1;0073+032C;X;
EB5B;1;0073+0330;X;
EB5C;1;017F+030C;;X
EB5D;1;0283+030C;;x
EB5E;1;0283+032C;;x
EB5F;1;0283+0330;;x
EB60;1;0053+0328;X;
EB61;1;0053+0339;x;
EB65;1;0053+0329;x;
EB66;1;0160+20DD;;X
EB66;100;0053+030C+20DD;;X
EB67;1;0053+20DE;X;
EB68;1;0053+0325;;x
EB69;1;0053+032C;X;
EB6B;1;0160+030D;;X
EB6B;100;0053+030C+030D;;X
EB6C;1;1E62+030C;;X
EB6C;100;0053+0323+030C;;X
EB6D;1;0053+030D;;X
EB6E;1;0283+0323;;X
EB6F;1;0283+0301;;X
EB70;1;0074+0301;X;
EB71;1;0074+0304;;X
EB72;1;0165;;X
EB72;100;0074+030C;;X 
EB73;1;0074+0311;;x
EB74;1;0074+0325;;X
EB75;1;0074+0330;;x
EB76;1;03B8+0325;x;
EB77;1;0165+0304;;x
EB77;100;0074+030C+0304;;X
EB77;2;0074+035E+2019;;X
EB77;3;0074+0304+0315;;x
EB78;1;0074+032C;;x
EB79;1;02A6+032C;X;
EB7A;1;02A6+0330;X;
EB7B;1;02A7+032C;;X
EB7C;1;02A7+0330;;X
EB7D;1;0074+0302;;X
EB7F;1;0074+0328;X;
EB80;1;0076+0300;x;
EB81;1;0076+0301;;X
EB82;1;0076+0302;X;
EB83;1;0076+0304;X;
EB84;1;0076+031C;X;
EB85;1;0076+032C;X;
EB86;1;0076+032D;X;
EB87;1;0076+0331;X;
EB89;1;0076+0325;X;
EB8A;1;0076+0328;X;
EB8B;1;0076+0330;;
EB8C;1;0076+0364;x;
EB8D;1;0076+0366;X;
EB8E;1;0076+036E;x;
EB8F;1;028B+0325;X;
EB90;1;028B+0330;X;
EB91;1;0076+0308;X;
EB92;1;0076+0315;x;
EB93;1;0076+0337;;X
EB95;1;0076+0311;X;
EB96;1;0076+030A;x;
EB97;1;1E7F+0307;X;
EB97;100;0076+0323+0307;;x
EB98;1;0076+032F;X;
EB99;1;0076+0306;;x
EBA0;1;0056+0300;;X
EBA1;1;0056+0301;;x
EBA2;1;0056+0302;;x
EBA3;1;0056+0304;;x
EBA4;1;0056+0304+0306;;X
EBA5;1;0056+0306;;x
EBA6;1;0056+030B;;x
EBA7;1;0056+030F;;x
EBA8;1;0056+0311;;X
EBAA;1;0056+0364;;x
EBAB;1;0056+0366;;x
EBAE;1;0056+0325;;x
EBAF;1;0056+0328;;X
EBB0;1;0077+0303;;x
EBB1;1;0077+0304;;x
EBB2;1;0077+032D;;x
EBB3;1;0077+0331;;X
EBB4;1;0077+0325;;x
EBB5;1;0077+0330;;x
EBB6;1;028D+0330;;X
EBB7;1;0077+0364;X;
EBB8;1;0077+0366;;x
EBB9;1;0077+0315;x;
EBBA;1;0077+0367;;X
EBBB;1;0077+036E;;X
EBBC;1;0057+0364;;X
EBBD;1;0057+0367;;X
EBBE;1;0057+0366;;X
EBBF;1;0057+036E;;X
EBC0;1;0078+0300;;x
EBC1;1;0078+0301;X;
EBC2;1;0078+0304;x;
EBC3;1;0078+030C;X;
EBC4;1;0078+0311;x;
EBC5;1;0078+0331;x;
EBC6;1;0078+032C;;x
EBC7;1;0078+0330;X;
EBC8;1;0078+0323;X;
EBC9;1;0078+0315;X;
EBCA;1;0078+0306;;X
EBCB;1;0078+033F;X;
EBCF;1;0058+0301;;X
EBD0;1;007A+0300;X;
EBD1;1;007A+0304;X;
EBD2;1;017C+032D;X;
EBD2;100;007A+032D+0307;X;
EBD3;1;007A+030F;X;
EBD4;1;017E+0301;;X
EBD4;100;007A+030C+0301;X;
EBD5;1;017E+0304;;x
EBD5;100;007A+030C+0304;;X
EBD6;1;017E+030D;;X
EBD6;100;007A+030C+030D;X;
EBD7;1;017E+0325;X;
EBD7;100;007A+0325+030C;X;
EBD8;1;017E+032C;x;
EBD8;100;007A+032C+030C;X;
EBD9;1;017E+032D;X;
EBD9;100;007A+032D+030C;X;
EBDA;1;1E95+030C;X;
